X,Y,OBS,RTO09,RTO11,RTO13,ALT,IV1101,XCOORD,YCOORD
316772.5,6276300.5,6039.00,2742.43766,3162.60971,1939.00,507.05250,0.57447,316772.500000,6276300.500000
316781.5,6276300.5,6040.00,2935.52808,3155.37419,2253.00,506.98110,0.57525,316781.500000,6276300.500000
316790.5,6276300.5,6041.00,2749.71819,3286.12338,2450.00,506.89890,0.57248,316790.500000,6276300.500000
316799.5,6276300.5,6042.00,3149.57158,3108.13610,2740.00,506.79490,0.56958,316799.500000,6276300.500000
316808.5,6276300.5,6043.00,3094.87550,3118.91581,2835.00,506.68020,0.56643,316808.500000,6276300.500000
316817.5,6276300.5,6044.00,2874.34838,3245.70636,2909.00,506.56460,0.56248,316817.500000,6276300.500000
316826.5,6276300.5,6045.00,2884.13717,3299.04693,3220.00,506.45310,0.55833,316826.500000,6276300.500000
316835.5,6276300.5,6046.00,3131.24813,3344.16058,3239.00,506.34700,0.55436,316835.500000,6276300.500000
316844.5,6276300.5,6047.00,3074.65277,3073.29995,3520.00,506.24620,0.55816,316844.500000,6276300.500000
316853.5,6276300.5,6048.00,3076.71834,3152.69495,3779.00,506.14940,0.56461,316853.500000,6276300.500000
316862.5,6276300.5,6049.00,3155.45778,3148.26551,3712.00,506.05540,0.57105,316862.500000,6276300.500000
316871.5,6276300.5,6050.00,3309.65546,3464.38631,3818.00,505.91890,0.57765,316871.500000,6276300.500000
316880.5,6276300.5,6051.00,3136.70833,3259.04882,3513.00,505.79080,0.58445,316880.500000,6276300.500000
316889.5,6276300.5,6052.00,3261.87607,3291.47499,3567.00,505.71280,0.59127,316889.500000,6276300.500000
316898.5,6276300.5,6053.00,3402.95721,3500.13804,3509.00,505.64040,0.59722,316898.500000,6276300.500000
316907.5,6276300.5,6054.00,3245.14611,3564.64254,3730.00,505.57290,0.59555,316907.500000,6276300.500000
316916.5,6276300.5,6055.00,3448.19841,3505.56737,3571.00,505.50850,0.59271,316916.500000,6276300.500000
316925.5,6276300.5,6056.00,3092.37758,3398.04353,3613.00,505.44870,0.59024,316925.500000,6276300.500000
316934.5,6276300.5,6057.00,2906.45236,3361.24340,3416.00,505.40560,0.59013,316934.500000,6276300.500000
316943.5,6276300.5,6058.00,3254.20185,3875.69125,3259.00,505.40970,0.59138,316943.500000,6276300.500000
316952.5,6276300.5,6059.00,3497.35815,3528.84186,3034.00,505.42910,0.59264,316952.500000,6276300.500000
316961.5,6276300.5,6060.00,3337.06848,3371.98744,2839.00,505.44930,0.59337,316961.500000,6276300.500000
316970.5,6276300.5,6061.00,3230.67563,3450.95541,3038.00,505.46620,0.59297,316970.500000,6276300.500000
316979.5,6276300.5,6062.00,3066.49433,3573.57939,2920.00,505.47910,0.59254,316979.500000,6276300.500000
316988.5,6276300.5,6063.00,3122.99614,3549.99727,3184.00,505.48860,0.59209,316988.500000,6276300.500000
316997.5,6276300.5,6064.00,3247.63674,3496.30933,3131.00,505.49815,0.59158,316997.500000,6276300.500000
317006.5,6276300.5,6065.00,2984.53940,3569.47795,3319.00,505.50350,0.59106,317006.500000,6276300.500000
317015.5,6276300.5,6066.00,2969.88187,3354.58940,3614.00,505.50420,0.59056,317015.500000,6276300.500000
317024.5,6276300.5,6067.00,3089.75386,3223.08291,3623.00,505.50420,0.59010,317024.500000,6276300.500000
317033.5,6276300.5,6068.00,2989.29060,3207.29254,3776.00,505.50600,0.58977,317033.500000,6276300.500000
317042.5,6276300.5,6069.00,3016.17010,3437.17898,3629.00,505.51480,0.58963,317042.500000,6276300.500000
317051.5,6276300.5,6070.00,2906.08427,3553.93141,3394.00,505.53610,0.59166,317051.500000,6276300.500000
317060.5,6276300.5,6071.00,3205.02362,3730.80789,3462.00,505.56410,0.59603,317060.500000,6276300.500000
317069.5,6276300.5,6072.00,3087.18168,3575.47385,3532.00,505.59350,0.60058,317069.500000,6276300.500000
317078.5,6276300.5,6073.00,3027.77175,3476.16246,3373.00,505.62040,0.60491,317078.500000,6276300.500000
317087.5,6276300.5,6074.00,3070.30274,3545.46315,3577.00,505.64250,0.60897,317087.500000,6276300.500000
317096.5,6276300.5,6075.00,3302.74027,3556.19035,3825.00,505.65820,0.61262,317096.500000,6276300.500000
317105.5,6276300.5,6076.00,3142.49544,3525.09064,3872.00,505.67240,0.61551,317105.500000,6276300.500000
317114.5,6276300.5,6077.00,3161.99257,3755.65989,4197.00,505.68900,0.61814,317114.500000,6276300.500000
317123.5,6276300.5,6078.00,3117.54903,3520.09401,4213.00,505.71460,0.62067,317123.500000,6276300.500000
317132.5,6276300.5,6079.00,3127.43260,3800.01118,4072.00,505.72310,0.62317,317132.500000,6276300.500000
317141.5,6276300.5,6080.00,3217.47333,3785.15924,4111.00,505.71990,0.62399,317141.500000,6276300.500000
317150.5,6276300.5,6081.00,3157.16319,3614.99947,4244.00,505.71620,0.62124,317150.500000,6276300.500000
317159.5,6276300.5,6082.00,3189.67076,3694.09955,3852.00,505.71260,0.61803,317159.500000,6276300.500000
317168.5,6276300.5,6083.00,3115.59127,3581.74821,3993.00,505.70750,0.61657,317168.500000,6276300.500000
317177.5,6276300.5,6084.00,3063.88822,3583.64258,4197.00,505.69390,0.61740,317177.500000,6276300.500000
317186.5,6276300.5,6085.00,3144.99854,3378.41644,4229.00,505.63810,0.61867,317186.500000,6276300.500000
317195.5,6276300.5,6086.00,2948.32419,3471.37386,4011.00,505.57080,0.61988,317195.500000,6276300.500000
317204.5,6276300.5,6087.00,3048.42565,3420.92698,4008.00,505.49740,0.62056,317204.500000,6276300.500000
317213.5,6276300.5,6088.00,2980.27704,3330.14422,4068.00,505.42270,0.62088,317213.500000,6276300.500000
317222.5,6276300.5,6089.00,3011.61694,3422.91263,3829.00,505.36040,0.62128,317222.500000,6276300.500000
317231.5,6276300.5,6090.00,3195.66049,3160.23411,3987.00,505.34080,0.62300,317231.500000,6276300.500000
317240.5,6276300.5,6091.00,3162.26586,3276.41936,3860.00,505.33500,0.62598,317240.500000,6276300.500000
317249.5,6276300.5,6092.00,3139.91532,3496.88309,3845.00,505.32860,0.62903,317249.500000,6276300.500000
317258.5,6276300.5,6093.00,3076.68101,3617.00588,3792.00,505.32510,0.63095,317258.500000,6276300.500000
317267.5,6276300.5,6094.00,3130.72830,3493.57413,3732.00,505.33040,0.62879,317267.500000,6276300.500000
317276.5,6276300.5,6095.00,3206.06961,3768.32318,3389.00,505.34470,0.62436,317276.500000,6276300.500000
317285.5,6276300.5,6096.00,2911.85109,3634.66640,3284.00,505.36580,0.61963,317285.500000,6276300.500000
317294.5,6276300.5,6097.00,3180.42236,3539.75403,3547.00,505.39400,0.61434,317294.500000,6276300.500000
317303.5,6276300.5,6098.00,3236.69320,3561.73714,3506.00,505.43380,0.60850,317303.500000,6276300.500000
317312.5,6276300.5,6099.00,3000.90227,3899.30892,3261.00,505.49260,0.60269,317312.500000,6276300.500000
317321.5,6276300.5,6100.00,2969.63514,3618.91572,3288.00,505.57630,0.59837,317321.500000,6276300.500000
317330.5,6276300.5,6101.00,3060.50688,3599.20775,2859.00,505.67980,0.59627,317330.500000,6276300.500000
317339.5,6276300.5,6102.00,3230.53423,3548.48149,2651.00,505.79610,0.59401,317339.500000,6276300.500000
317348.5,6276300.5,6103.00,3103.08999,3136.99110,2655.00,505.92180,0.59440,317348.500000,6276300.500000
317357.5,6276300.5,6104.00,3206.87716,3230.89611,2457.00,506.06180,0.59983,317357.500000,6276300.500000
317366.5,6276300.5,6105.00,2958.05443,3218.06772,2244.00,506.23230,0.60598,317366.500000,6276300.500000
317375.5,6276300.5,6106.00,3073.05436,3230.08146,2233.00,506.51100,0.61105,317375.500000,6276300.500000
317384.5,6276300.5,6107.00,3163.41509,3176.69700,2090.00,506.80190,0.60760,317384.500000,6276300.500000
317393.5,6276300.5,6108.00,3235.48326,3219.28811,1990.00,507.00890,0.59841,317393.500000,6276300.500000
317402.5,6276300.5,6109.00,3184.16334,3157.92780,2147.00,507.23930,0.58663,317402.500000,6276300.500000
317411.5,6276300.5,6110.00,2836.98165,3162.00029,2055.00,507.51750,0.57331,317411.500000,6276300.500000
317420.5,6276300.5,6111.00,2569.18897,3264.76848,2102.00,507.81980,0.56122,317420.500000,6276300.500000
317429.5,6276300.5,6112.00,3191.94270,3045.90238,2237.00,508.13450,0.54908,317429.500000,6276300.500000
317438.5,6276300.5,6113.00,2615.96980,2840.50307,2108.00,508.45770,0.53783,317438.500000,6276300.500000
317447.5,6276300.5,6114.00,2595.08840,2785.76728,1815.00,508.78990,0.52938,317447.500000,6276300.500000
317456.5,6276300.5,6115.00,2680.62449,2722.35519,2055.00,509.13570,0.52166,317456.500000,6276300.500000
317465.5,6276300.5,6116.00,3192.90368,3221.16243,2346.00,509.50240,0.51395,317465.500000,6276300.500000
317474.5,6276300.5,6117.00,3243.64163,3013.78062,2277.00,509.89170,0.51839,317474.500000,6276300.500000
317501.5,6276300.5,6118.00,2508.67908,3114.96323,1640.00,511.37155,0.53918,317501.500000,6276300.500000
317510.5,6276300.5,6119.00,2430.68776,2412.67929,1372.00,512.01750,0.53543,317510.500000,6276300.500000
317519.5,6276300.5,6120.00,1523.03647,2138.20233,897.00,512.43010,0.53097,317519.500000,6276300.500000
317528.5,6276300.5,6121.00,1605.48971,2368.28869,952.00,512.79520,0.52843,317528.500000,6276300.500000
317555.5,6276300.5,6122.00,1566.03282,2255.91940,1227.00,512.80730,0.54878,317555.500000,6276300.500000
317564.5,6276300.5,6123.00,1785.21309,2919.55322,1254.00,512.53610,0.55807,317564.500000,6276300.500000
317573.5,6276300.5,6124.00,2014.80535,2054.16542,1093.00,512.23380,0.56858,317573.500000,6276300.500000
317582.5,6276300.5,6125.00,2194.91724,2133.04186,1127.00,511.90350,0.57910,317582.500000,6276300.500000
317591.5,6276300.5,6126.00,2457.79049,2520.60851,1224.00,511.56160,0.58719,317591.500000,6276300.500000
317600.5,6276300.5,6127.00,2367.53962,2844.57959,1828.00,511.21320,0.58853,317600.500000,6276300.500000
317609.5,6276300.5,6128.00,2514.56758,2770.14753,2918.00,510.85660,0.58896,317609.500000,6276300.500000
317618.5,6276300.5,6129.00,2604.42263,2757.06490,2892.00,510.49690,0.58779,317618.500000,6276300.500000
317627.5,6276300.5,6130.00,2496.42226,2628.48843,2551.00,509.95805,0.58267,317627.500000,6276300.500000
317636.5,6276300.5,6131.00,2920.65922,2982.35346,2157.00,509.41360,0.57663,317636.500000,6276300.500000
317645.5,6276300.5,6132.00,2992.53470,3118.69716,2252.00,509.05210,0.57097,317645.500000,6276300.500000
317654.5,6276300.5,6133.00,2908.97517,3047.42328,2070.00,508.70090,0.57084,317654.500000,6276300.500000
317663.5,6276300.5,6134.00,2937.12109,2721.35832,2010.00,508.36430,0.57523,317663.500000,6276300.500000
317672.5,6276300.5,6135.00,3034.64882,3031.22882,1891.00,508.04570,0.57888,317672.500000,6276300.500000
317681.5,6276300.5,6136.00,2904.97204,3070.98902,1754.00,507.74850,0.58254,317681.500000,6276300.500000
317690.5,6276300.5,6137.00,2670.46719,2927.18240,1658.00,507.47040,0.58622,317690.500000,6276300.500000
317699.5,6276300.5,6138.00,2789.71614,2800.39081,2051.00,507.21000,0.58989,317699.500000,6276300.500000
317708.5,6276300.5,6139.00,3156.37041,3380.46356,2502.00,506.96700,0.59286,317708.500000,6276300.500000
317717.5,6276300.5,6140.00,3246.67458,3399.64028,2238.00,506.74040,0.59244,317717.500000,6276300.500000
317726.5,6276300.5,6141.00,3185.13418,3111.71876,1981.00,506.53020,0.59080,317726.500000,6276300.500000
317735.5,6276300.5,6142.00,2981.11009,3140.87286,2170.00,506.33500,0.59073,317735.500000,6276300.500000
317744.5,6276300.5,6143.00,3265.26268,2859.05002,2308.00,506.15440,0.59729,317744.500000,6276300.500000
317753.5,6276300.5,6144.00,3153.82927,3433.09715,2225.00,505.90515,0.60704,317753.500000,6276300.500000
317762.5,6276300.5,6145.00,3348.84602,3268.14060,2362.00,505.65230,0.61677,317762.500000,6276300.500000
317771.5,6276300.5,6146.00,3284.25270,3600.64552,2792.00,505.48470,0.62385,317771.500000,6276300.500000
317780.5,6276300.5,6147.00,3316.11967,3343.37864,3506.00,505.32860,0.62668,317780.500000,6276300.500000
317789.5,6276300.5,6148.00,2798.36228,3261.32641,3217.00,505.18790,0.62879,317789.500000,6276300.500000
317798.5,6276300.5,6149.00,3182.83139,3278.93145,3194.00,505.06510,0.62926,317798.500000,6276300.500000
317807.5,6276300.5,6150.00,3142.46122,3263.45635,3782.00,504.95540,0.62725,317807.500000,6276300.500000
317816.5,6276300.5,6151.00,3325.06602,3306.27689,3505.00,504.85370,0.62475,317816.500000,6276300.500000
317825.5,6276300.5,6152.00,3633.20728,3414.60976,3344.00,504.75720,0.62161,317825.500000,6276300.500000
317834.5,6276300.5,6153.00,3176.24387,3838.57348,3097.00,504.66660,0.61210,317834.500000,6276300.500000
317843.5,6276300.5,6154.00,2889.75894,4226.81848,2148.00,504.58560,0.59386,317843.500000,6276300.500000
317852.5,6276300.5,6155.00,3511.29919,3764.14105,2374.00,504.51750,0.57598,317852.500000,6276300.500000
316619.5,6276291.5,6156.00,2848.63190,4637.46562,3441.00,504.90360,0.52099,316619.500000,6276291.500000
316628.5,6276291.5,6157.00,2592.27979,2941.43244,2184.00,505.12080,0.53565,316628.500000,6276291.500000
316637.5,6276291.5,6158.00,3175.41003,2590.49440,1834.00,505.29690,0.55474,316637.500000,6276291.500000
316646.5,6276291.5,6159.00,3047.28885,2150.50221,1804.00,505.49400,0.58076,316646.500000,6276291.500000
316655.5,6276291.5,6160.00,2905.45391,2557.27326,2054.00,505.70640,0.60091,316655.500000,6276291.500000
316664.5,6276291.5,6161.00,2753.80507,2652.23660,1950.00,505.92370,0.59448,316664.500000,6276291.500000
316673.5,6276291.5,6162.00,2293.03358,2777.17949,1950.00,506.12730,0.57830,316673.500000,6276291.500000
316682.5,6276291.5,6163.00,2282.75211,2755.24130,1779.00,506.33260,0.56233,316682.500000,6276291.500000
316691.5,6276291.5,6164.00,2652.97093,3123.64903,1746.00,506.54440,0.55227,316691.500000,6276291.500000
316700.5,6276291.5,6165.00,2675.79963,2669.29636,1658.00,506.75810,0.55071,316700.500000,6276291.500000
316709.5,6276291.5,6166.00,2387.25115,2619.57396,1829.00,506.96080,0.55041,316709.500000,6276291.500000
316718.5,6276291.5,6167.00,2645.46606,2423.49893,1994.00,507.12920,0.55164,316718.500000,6276291.500000
316727.5,6276291.5,6168.00,2380.20762,2424.62644,1866.00,507.23660,0.55535,316727.500000,6276291.500000
316736.5,6276291.5,6169.00,2411.58705,2578.72243,2203.00,507.29740,0.55953,316736.500000,6276291.500000
316745.5,6276291.5,6170.00,2831.04645,2677.60299,2209.00,507.32590,0.56372,316745.500000,6276291.500000
316754.5,6276291.5,6171.00,2552.82679,2617.77221,2112.00,507.28870,0.56797,316754.500000,6276291.500000
316763.5,6276291.5,6172.00,2689.31826,2732.69531,2199.00,507.23110,0.57227,316763.500000,6276291.500000
316772.5,6276291.5,6173.00,2621.19343,2506.66481,2688.00,507.16290,0.57726,316772.500000,6276291.500000
316781.5,6276291.5,6174.00,2694.59457,2984.71627,2879.00,507.08630,0.57731,316781.500000,6276291.500000
316790.5,6276291.5,6175.00,2656.44504,2766.53808,3303.00,506.99890,0.57282,316790.500000,6276291.500000
316799.5,6276291.5,6176.00,2652.04555,3036.34045,3684.00,506.89780,0.56810,316799.500000,6276291.500000
316808.5,6276291.5,6177.00,3042.31001,3235.23137,3500.00,506.78800,0.56389,316808.500000,6276291.500000
316817.5,6276291.5,6178.00,2734.28703,2988.17671,3525.00,506.67600,0.56100,316817.500000,6276291.500000
316826.5,6276291.5,6179.00,2796.93229,2988.87795,3657.00,506.56650,0.55853,316826.500000,6276291.500000
316835.5,6276291.5,6180.00,2966.67619,3111.00681,3115.00,506.46230,0.55663,316835.500000,6276291.500000
316844.5,6276291.5,6181.00,2831.00956,3122.35154,3423.00,506.36270,0.56132,316844.500000,6276291.500000
316853.5,6276291.5,6182.00,2915.92175,3373.37428,3192.00,506.26640,0.56814,316853.500000,6276291.500000
316862.5,6276291.5,6183.00,2698.44290,3242.94456,3223.00,506.17210,0.57491,316862.500000,6276291.500000
316871.5,6276291.5,6184.00,3130.21301,3420.63866,3689.00,506.03540,0.58084,316871.500000,6276291.500000
316880.5,6276291.5,6185.00,3134.61428,3322.00827,3815.00,505.91120,0.58571,316880.500000,6276291.500000
316889.5,6276291.5,6186.00,3277.12279,3783.75482,3608.00,505.83650,0.59045,316889.500000,6276291.500000
316898.5,6276291.5,6187.00,3103.89435,3588.96601,3920.00,505.76520,0.59457,316898.500000,6276291.500000
316907.5,6276291.5,6188.00,3342.51054,3669.03826,3785.00,505.69540,0.59380,316907.500000,6276291.500000
316916.5,6276291.5,6189.00,3196.11695,3609.36642,3403.00,505.62460,0.59211,316916.500000,6276291.500000
316925.5,6276291.5,6190.00,3180.51329,3701.27103,3470.00,505.55170,0.59085,316925.500000,6276291.500000
316934.5,6276291.5,6191.00,3205.82035,3734.20913,3409.00,505.48750,0.59185,316934.500000,6276291.500000
316943.5,6276291.5,6192.00,3249.34998,3577.54353,3388.00,505.50620,0.59422,316943.500000,6276291.500000
316952.5,6276291.5,6193.00,3159.96455,3532.48412,3500.00,505.53280,0.59662,316952.500000,6276291.500000
316961.5,6276291.5,6194.00,3437.80851,3516.00421,3231.00,505.55500,0.59760,316961.500000,6276291.500000
316970.5,6276291.5,6195.00,3135.47494,3548.13741,2849.00,505.57180,0.59597,316970.500000,6276291.500000
316979.5,6276291.5,6196.00,3244.09697,3727.73083,2924.00,505.58440,0.59439,316979.500000,6276291.500000
316988.5,6276291.5,6197.00,3119.50566,3240.81633,2852.00,505.59400,0.59297,316988.500000,6276291.500000
316997.5,6276291.5,6198.00,3031.77615,3559.96945,2787.00,505.60475,0.59189,316997.500000,6276291.500000
317006.5,6276291.5,6199.00,3119.41808,3437.96616,2974.00,505.61240,0.59091,317006.500000,6276291.500000
317015.5,6276291.5,6200.00,3014.98866,3758.40324,2948.00,505.61580,0.58994,317015.500000,6276291.500000
317024.5,6276291.5,6201.00,2851.28563,3642.64076,3180.00,505.61940,0.58908,317024.500000,6276291.500000
317033.5,6276291.5,6202.00,2891.33977,3688.90202,3445.00,505.62570,0.58844,317033.500000,6276291.500000
317042.5,6276291.5,6203.00,3139.66005,3418.00006,3228.00,505.63770,0.58805,317042.500000,6276291.500000
317051.5,6276291.5,6204.00,3213.94954,3637.49387,3699.00,505.65810,0.58908,317051.500000,6276291.500000
317060.5,6276291.5,6205.00,3507.13155,3562.89141,3945.00,505.68540,0.59163,317060.500000,6276291.500000
317069.5,6276291.5,6206.00,3345.35827,3597.62781,3753.00,505.71640,0.59433,317069.500000,6276291.500000
317078.5,6276291.5,6207.00,2774.05897,3577.89586,3616.00,505.74770,0.59704,317078.500000,6276291.500000
317087.5,6276291.5,6208.00,3076.27765,3596.12438,3866.00,505.77510,0.60048,317087.500000,6276291.500000
317096.5,6276291.5,6209.00,3001.50864,3842.69427,3895.00,505.79180,0.60394,317096.500000,6276291.500000
317105.5,6276291.5,6210.00,3049.21883,3787.88144,4027.00,505.80590,0.60679,317105.500000,6276291.500000
317114.5,6276291.5,6211.00,3120.49715,3475.43029,4241.00,505.82160,0.61004,317114.500000,6276291.500000
317123.5,6276291.5,6212.00,3312.68034,3403.81412,4278.00,505.84760,0.61351,317123.500000,6276291.500000
317132.5,6276291.5,6213.00,3233.61489,3284.09261,3993.00,505.84800,0.61693,317132.500000,6276291.500000
317141.5,6276291.5,6214.00,3350.09927,3423.78323,3935.00,505.83800,0.61845,317141.500000,6276291.500000
317150.5,6276291.5,6215.00,3047.00082,3563.10312,3989.00,505.82840,0.61632,317150.500000,6276291.500000
317159.5,6276291.5,6216.00,3158.30373,3349.59461,3531.00,505.81840,0.61362,317159.500000,6276291.500000
317168.5,6276291.5,6217.00,3095.09015,3403.94390,4250.00,505.80510,0.61284,317168.500000,6276291.500000
317177.5,6276291.5,6218.00,3125.73033,3312.63927,3994.00,505.78080,0.61466,317177.500000,6276291.500000
317186.5,6276291.5,6219.00,3344.32697,3430.95918,3722.00,505.73100,0.61707,317186.500000,6276291.500000
317195.5,6276291.5,6220.00,3082.66085,3608.78058,4113.00,505.66870,0.61936,317195.500000,6276291.500000
317204.5,6276291.5,6221.00,2727.30859,3449.00273,3790.00,505.60080,0.62066,317204.500000,6276291.500000
317213.5,6276291.5,6222.00,3086.42825,3099.62151,3677.00,505.53310,0.62128,317213.500000,6276291.500000
317222.5,6276291.5,6223.00,3173.14199,3170.98005,3704.00,505.47490,0.62193,317222.500000,6276291.500000
317231.5,6276291.5,6224.00,3089.64178,3586.16822,3727.00,505.43800,0.62325,317231.500000,6276291.500000
317240.5,6276291.5,6225.00,3093.68517,3659.32796,4025.00,505.41320,0.62532,317240.500000,6276291.500000
317249.5,6276291.5,6226.00,3231.98652,3777.23276,3778.00,505.38485,0.62744,317249.500000,6276291.500000
317258.5,6276291.5,6227.00,2993.72474,3588.73451,3507.00,505.36700,0.62844,317258.500000,6276291.500000
317267.5,6276291.5,6228.00,3082.85436,3563.86775,3615.00,505.36780,0.62604,317267.500000,6276291.500000
317276.5,6276291.5,6229.00,3338.08290,3662.19266,3757.00,505.37770,0.62137,317276.500000,6276291.500000
317285.5,6276291.5,6230.00,3337.95282,3520.89580,3718.00,505.39390,0.61668,317285.500000,6276291.500000
317294.5,6276291.5,6231.00,3354.73230,3608.01586,3359.00,505.41610,0.61291,317294.500000,6276291.500000
317303.5,6276291.5,6232.00,3376.92052,3837.21116,3741.00,505.44880,0.60911,317303.500000,6276291.500000
317312.5,6276291.5,6233.00,3277.08069,3545.46021,3204.00,505.49980,0.60534,317312.500000,6276291.500000
317321.5,6276291.5,6234.00,3136.01027,3675.55150,3060.00,505.57780,0.60196,317321.500000,6276291.500000
317330.5,6276291.5,6235.00,3245.25847,3436.13957,3068.00,505.67490,0.59914,317330.500000,6276291.500000
317339.5,6276291.5,6236.00,3147.16130,3464.27982,3066.00,505.78280,0.59576,317339.500000,6276291.500000
317348.5,6276291.5,6237.00,2916.21312,3486.35655,2663.00,505.89690,0.59479,317348.500000,6276291.500000
317357.5,6276291.5,6238.00,3166.47063,3240.17043,2423.00,506.02100,0.59837,317357.500000,6276291.500000
317366.5,6276291.5,6239.00,3165.67032,3442.33929,2123.00,506.19620,0.60268,317366.500000,6276291.500000
317375.5,6276291.5,6240.00,3109.74123,3277.95487,2022.00,506.47630,0.60573,317375.500000,6276291.500000
317384.5,6276291.5,6241.00,3053.56462,3510.21560,1933.00,506.76910,0.60056,317384.500000,6276291.500000
317393.5,6276291.5,6242.00,3229.19606,3044.99209,1793.00,506.97930,0.58966,317393.500000,6276291.500000
317402.5,6276291.5,6243.00,3115.53899,3164.91052,1893.00,507.21090,0.57569,317402.500000,6276291.500000
317411.5,6276291.5,6244.00,2833.68679,2996.42876,1739.00,507.47320,0.56147,317411.500000,6276291.500000
317420.5,6276291.5,6245.00,3077.98098,2987.90385,1725.00,507.75840,0.54985,317420.500000,6276291.500000
317429.5,6276291.5,6246.00,2704.70470,2399.00369,1839.00,508.05940,0.53822,317429.500000,6276291.500000
317438.5,6276291.5,6247.00,2168.12808,2934.84895,1290.00,508.37240,0.52562,317438.500000,6276291.500000
317447.5,6276291.5,6248.00,2458.96023,2867.80213,1413.00,508.69710,0.51047,317447.500000,6276291.500000
317465.5,6276291.5,6249.00,2817.28441,2950.31040,2008.00,509.39210,0.47784,317465.500000,6276291.500000
317474.5,6276291.5,6250.00,2933.69157,2588.26406,1626.00,509.76930,0.47949,317474.500000,6276291.500000
317483.5,6276291.5,6251.00,3037.39870,3171.31429,2072.00,510.16710,0.48931,317483.500000,6276291.500000
317510.5,6276291.5,6252.00,2108.40279,3014.41340,1305.00,511.82820,0.49742,317510.500000,6276291.500000
317519.5,6276291.5,6253.00,1935.17312,2524.16729,1129.00,512.20950,0.49190,317519.500000,6276291.500000
317555.5,6276291.5,6254.00,1848.47835,2437.46956,969.00,512.64590,0.51226,317555.500000,6276291.500000
317564.5,6276291.5,6255.00,1990.53837,2451.24917,1090.00,512.43320,0.52760,317564.500000,6276291.500000
317582.5,6276291.5,6256.00,1708.27666,2183.36299,936.00,511.84760,0.56606,317582.500000,6276291.500000
317591.5,6276291.5,6257.00,1726.68345,2467.12368,882.00,511.51570,0.58116,317591.500000,6276291.500000
317600.5,6276291.5,6258.00,2420.57001,2771.83726,1351.00,511.17800,0.58466,317600.500000,6276291.500000
317609.5,6276291.5,6259.00,2700.39515,2947.38702,2297.00,510.82210,0.58624,317609.500000,6276291.500000
317618.5,6276291.5,6260.00,2801.66722,3122.46419,2525.00,510.46100,0.58611,317618.500000,6276291.500000
317627.5,6276291.5,6261.00,3029.11521,3155.62452,2307.00,509.92430,0.58222,317627.500000,6276291.500000
317636.5,6276291.5,6262.00,2880.77094,2963.90404,2170.00,509.37070,0.57731,317636.500000,6276291.500000
317645.5,6276291.5,6263.00,2795.57019,3075.45334,2030.00,508.99860,0.57293,317645.500000,6276291.500000
317654.5,6276291.5,6264.00,2630.88544,3045.36961,1584.00,508.63910,0.57523,317654.500000,6276291.500000
317663.5,6276291.5,6265.00,2660.78135,3083.10779,1604.00,508.29660,0.58267,317663.500000,6276291.500000
317672.5,6276291.5,6266.00,2787.60085,3192.79291,1684.00,507.97410,0.58867,317672.500000,6276291.500000
317681.5,6276291.5,6267.00,2913.78110,3268.11813,1683.00,507.67790,0.59247,317681.500000,6276291.500000
317690.5,6276291.5,6268.00,3130.88948,3172.52159,1734.00,507.40150,0.59389,317690.500000,6276291.500000
317699.5,6276291.5,6269.00,3220.46161,3532.61165,1901.00,507.14350,0.59508,317699.500000,6276291.500000
317708.5,6276291.5,6270.00,3144.57877,3319.68654,2176.00,506.90360,0.59591,317708.500000,6276291.500000
317717.5,6276291.5,6271.00,3274.26447,3248.68495,2008.00,506.68050,0.59513,317717.500000,6276291.500000
317726.5,6276291.5,6272.00,3012.70614,3245.72642,2015.00,506.47240,0.59375,317726.500000,6276291.500000
317735.5,6276291.5,6273.00,3284.15482,3332.79504,1751.00,506.27800,0.59379,317735.500000,6276291.500000
317744.5,6276291.5,6274.00,3107.45336,3524.36401,1872.00,506.09610,0.59885,317744.500000,6276291.500000
317753.5,6276291.5,6275.00,3328.08956,3498.73773,2012.00,505.84410,0.60657,317753.500000,6276291.500000
317762.5,6276291.5,6276.00,3112.42432,3330.22778,2633.00,505.60030,0.61428,317762.500000,6276291.500000
317771.5,6276291.5,6277.00,3184.73225,3715.79025,3213.00,505.44240,0.62047,317771.500000,6276291.500000
317780.5,6276291.5,6278.00,3203.80960,3458.13584,2919.00,505.29370,0.62497,317780.500000,6276291.500000
317789.5,6276291.5,6279.00,3190.02873,3543.71436,2860.00,505.15910,0.62898,317789.500000,6276291.500000
317798.5,6276291.5,6280.00,2945.62289,3479.11084,3152.00,505.04240,0.63020,317798.500000,6276291.500000
317807.5,6276291.5,6281.00,3148.37246,3582.01972,3846.00,504.93830,0.62766,317807.500000,6276291.500000
317816.5,6276291.5,6282.00,3205.13971,3843.42484,3501.00,504.84120,0.62427,317816.500000,6276291.500000
317825.5,6276291.5,6283.00,3241.23534,3248.31504,2997.00,504.74860,0.62026,317825.500000,6276291.500000
317834.5,6276291.5,6284.00,3169.42051,3310.20858,2853.00,504.66250,0.61135,317834.500000,6276291.500000
317843.5,6276291.5,6285.00,2760.80067,3722.68622,1790.00,504.58630,0.59523,317843.500000,6276291.500000
317852.5,6276291.5,6286.00,3337.70268,3538.13736,2753.00,504.52160,0.57934,317852.500000,6276291.500000
316619.5,6276282.5,6287.00,2940.86351,4460.01911,3505.00,504.89915,0.52410,316619.500000,6276282.500000
