X,Y,OBS,RTO09,RTO11,RTO13,ALT,IV1101,XCOORD,YCOORD
317294.5,6276516.5,2817.00,3750.34279,3737.26766,4481.00,504.50070,0.62599,317294.500000,6276516.500000
317303.5,6276516.5,2818.00,3615.34309,4016.98456,4718.00,504.61080,0.62385,317303.500000,6276516.500000
317312.5,6276516.5,2819.00,3546.89748,3997.87121,4479.00,504.72340,0.62221,317312.500000,6276516.500000
317321.5,6276516.5,2820.00,3533.74618,3991.60094,4393.00,504.83310,0.62051,317321.500000,6276516.500000
317330.5,6276516.5,2821.00,3541.92519,3769.33213,3983.00,504.94700,0.61856,317330.500000,6276516.500000
317339.5,6276516.5,2822.00,3248.83796,3974.79780,3816.00,505.06750,0.61675,317339.500000,6276516.500000
317348.5,6276516.5,2823.00,3500.19086,3555.81544,3622.00,505.19420,0.61425,317348.500000,6276516.500000
317357.5,6276516.5,2824.00,3301.55111,4112.17304,3445.00,505.32420,0.60976,317357.500000,6276516.500000
317366.5,6276516.5,2825.00,3332.70432,3765.79520,3109.00,505.45470,0.60552,317366.500000,6276516.500000
317375.5,6276516.5,2826.00,3188.49735,3980.75493,3104.00,505.65590,0.60200,317375.500000,6276516.500000
317384.5,6276516.5,2827.00,3172.32855,3852.20701,2841.00,505.86330,0.60277,317384.500000,6276516.500000
317393.5,6276516.5,2828.00,2900.16630,3628.61317,2466.00,506.00230,0.60610,317393.500000,6276516.500000
317402.5,6276516.5,2829.00,3222.64007,2938.46881,2502.00,506.13870,0.61106,317402.500000,6276516.500000
317411.5,6276516.5,2830.00,3298.21112,3266.97839,2438.00,506.27230,0.61372,317411.500000,6276516.500000
317420.5,6276516.5,2831.00,3324.64213,3781.95304,2381.00,506.40370,0.61374,317420.500000,6276516.500000
317429.5,6276516.5,2832.00,3205.39961,3174.57950,2414.00,506.53320,0.61423,317429.500000,6276516.500000
317438.5,6276516.5,2833.00,3045.80269,3384.58841,2237.00,506.65910,0.61432,317438.500000,6276516.500000
317447.5,6276516.5,2834.00,3410.00881,3368.06386,2170.00,506.77350,0.61295,317447.500000,6276516.500000
317456.5,6276516.5,2835.00,3259.20620,3409.48419,2034.00,506.85720,0.61136,317456.500000,6276516.500000
317465.5,6276516.5,2836.00,2894.88717,3390.60389,2268.00,506.93380,0.60916,317465.500000,6276516.500000
317474.5,6276516.5,2837.00,3097.36205,3396.73703,2040.00,507.01170,0.60303,317474.500000,6276516.500000
317483.5,6276516.5,2838.00,3131.31840,3324.82407,2213.00,507.08950,0.59668,317483.500000,6276516.500000
317492.5,6276516.5,2839.00,3119.38205,3331.98202,2152.00,507.16140,0.59054,317492.500000,6276516.500000
317501.5,6276516.5,2840.00,3035.71061,3241.08886,1871.00,507.22805,0.58341,317501.500000,6276516.500000
317510.5,6276516.5,2841.00,3006.00672,3185.09279,1834.00,507.24100,0.57502,317510.500000,6276516.500000
317519.5,6276516.5,2842.00,2932.72363,3128.06853,1756.00,507.22960,0.56666,317519.500000,6276516.500000
317528.5,6276516.5,2843.00,3076.21389,3129.30356,1810.00,507.20720,0.55924,317528.500000,6276516.500000
317537.5,6276516.5,2844.00,3013.44489,3182.29755,1805.00,507.17530,0.56304,317537.500000,6276516.500000
317546.5,6276516.5,2845.00,3197.45939,3175.13047,1963.00,507.13520,0.56771,317546.500000,6276516.500000
317555.5,6276516.5,2846.00,3192.19635,2973.81734,1896.00,507.08690,0.57255,317555.500000,6276516.500000
317564.5,6276516.5,2847.00,3189.73829,3612.82206,1980.00,507.02780,0.58134,317564.500000,6276516.500000
317573.5,6276516.5,2848.00,3114.82381,3287.72277,2203.00,506.95520,0.59189,317573.500000,6276516.500000
317582.5,6276516.5,2849.00,3186.61016,3227.06263,2166.00,506.86810,0.60237,317582.500000,6276516.500000
317591.5,6276516.5,2850.00,3088.73059,3576.07628,2189.00,506.76800,0.61177,317591.500000,6276516.500000
317600.5,6276516.5,2851.00,3154.51397,3264.63225,2331.00,506.65820,0.61547,317600.500000,6276516.500000
317609.5,6276516.5,2852.00,3038.10475,3127.75951,2235.00,506.54300,0.61825,317609.500000,6276516.500000
317618.5,6276516.5,2853.00,3165.16900,3297.59185,2468.00,506.42600,0.62047,317618.500000,6276516.500000
317627.5,6276516.5,2854.00,3323.77366,3205.66014,2454.00,506.25185,0.62080,317627.500000,6276516.500000
317636.5,6276516.5,2855.00,3403.37328,3047.04878,2877.00,506.08080,0.62090,317636.500000,6276516.500000
317645.5,6276516.5,2856.00,3099.19842,3393.05731,3023.00,505.96860,0.62114,317645.500000,6276516.500000
317654.5,6276516.5,2857.00,3331.97534,3289.03387,3035.00,505.85750,0.62213,317654.500000,6276516.500000
317663.5,6276516.5,2858.00,3499.65543,3245.75226,3031.00,505.74760,0.62358,317663.500000,6276516.500000
317672.5,6276516.5,2859.00,3512.96047,3381.88678,3362.00,505.63960,0.62496,317672.500000,6276516.500000
317681.5,6276516.5,2860.00,3638.52602,3336.75931,3264.00,505.53470,0.62569,317681.500000,6276516.500000
317690.5,6276516.5,2861.00,3694.72810,3408.27809,3385.00,505.43210,0.62566,317690.500000,6276516.500000
317699.5,6276516.5,2862.00,3730.48318,3434.40158,3686.00,505.33040,0.62585,317699.500000,6276516.500000
317708.5,6276516.5,2863.00,3590.48524,3784.35316,3972.00,505.22860,0.62663,317708.500000,6276516.500000
317717.5,6276516.5,2864.00,3787.55578,3760.39766,4136.00,505.12630,0.63176,317717.500000,6276516.500000
317726.5,6276516.5,2865.00,3732.97874,3794.20866,3907.00,505.02450,0.63804,317726.500000,6276516.500000
317735.5,6276516.5,2866.00,3656.98302,3465.05738,3941.00,504.92660,0.64246,317735.500000,6276516.500000
317744.5,6276516.5,2867.00,3582.22676,3564.57452,4032.00,504.84090,0.63998,317744.500000,6276516.500000
317753.5,6276516.5,2868.00,3490.09038,3583.22925,4059.00,504.71690,0.63485,317753.500000,6276516.500000
317762.5,6276516.5,2869.00,3613.62880,3667.46189,4016.00,504.58770,0.63004,317762.500000,6276516.500000
317771.5,6276516.5,2870.00,3648.15586,3692.12934,4098.00,504.49270,0.62723,317771.500000,6276516.500000
317780.5,6276516.5,2871.00,3783.87478,3466.04390,4575.00,504.39010,0.62898,317780.500000,6276516.500000
317789.5,6276516.5,2872.00,3003.46587,3759.76692,5483.00,504.31990,0.63137,317789.500000,6276516.500000
317798.5,6276516.5,2873.00,3518.25026,3561.41962,5305.00,504.24260,0.63417,317798.500000,6276516.500000
317807.5,6276516.5,2874.00,3811.82618,3657.26309,4615.00,504.15840,0.63936,317807.500000,6276516.500000
317816.5,6276516.5,2875.00,3583.98491,3919.25478,3914.00,504.07000,0.64486,317816.500000,6276516.500000
317825.5,6276516.5,2876.00,3961.67804,2658.36596,2681.00,503.97840,0.64997,317825.500000,6276516.500000
317834.5,6276516.5,2877.00,3334.23266,4258.06745,4740.00,503.89200,0.64441,317834.500000,6276516.500000
317843.5,6276516.5,2878.00,3415.63193,4419.40996,4605.00,503.82120,0.62761,317843.500000,6276516.500000
317852.5,6276516.5,2879.00,3478.72171,4401.26220,4599.00,503.77660,0.61129,317852.500000,6276516.500000
316619.5,6276507.5,2880.00,3054.92564,3791.17923,2433.00,501.69085,0.53198,316619.500000,6276507.500000
316628.5,6276507.5,2881.00,3433.90199,2532.88173,2565.00,501.79590,0.53982,316628.500000,6276507.500000
316637.5,6276507.5,2882.00,3356.29420,2872.14325,2135.00,501.87290,0.55565,316637.500000,6276507.500000
316646.5,6276507.5,2883.00,1795.18376,3020.94252,2377.00,501.94510,0.57941,316646.500000,6276507.500000
316655.5,6276507.5,2884.00,3391.20863,3728.34408,2562.00,502.00840,0.59748,316655.500000,6276507.500000
316664.5,6276507.5,2885.00,3461.12692,3346.17554,2692.00,502.05920,0.59072,316664.500000,6276507.500000
316673.5,6276507.5,2886.00,3443.21886,3652.79092,2942.00,502.10250,0.57458,316673.500000,6276507.500000
316682.5,6276507.5,2887.00,3364.24148,3544.62885,2874.00,502.14310,0.55873,316682.500000,6276507.500000
316691.5,6276507.5,2888.00,3505.49814,3840.79833,2919.00,502.18310,0.55006,316691.500000,6276507.500000
316700.5,6276507.5,2889.00,3349.94500,3765.38015,2885.00,502.22270,0.55163,316700.500000,6276507.500000
316709.5,6276507.5,2890.00,3326.22088,3221.48068,2883.00,502.26120,0.55562,316709.500000,6276507.500000
316718.5,6276507.5,2891.00,3323.68622,3417.51212,2962.00,502.29700,0.55957,316718.500000,6276507.500000
316727.5,6276507.5,2892.00,3370.58120,3258.68687,3021.00,502.32910,0.56266,316727.500000,6276507.500000
316736.5,6276507.5,2893.00,3333.47521,3561.25575,3101.00,502.36320,0.56573,316736.500000,6276507.500000
316745.5,6276507.5,2894.00,3140.04755,3605.70741,2941.00,502.48130,0.56852,316745.500000,6276507.500000
316754.5,6276507.5,2895.00,3221.46243,3696.26868,2181.00,502.58930,0.56957,316754.500000,6276507.500000
316763.5,6276507.5,2896.00,3047.07049,3637.88535,2664.00,502.64840,0.56941,316763.500000,6276507.500000
316772.5,6276507.5,2897.00,3127.78832,3412.51877,3026.00,502.69710,0.56961,316772.500000,6276507.500000
316781.5,6276507.5,2898.00,3963.10417,3412.14683,2551.00,502.73260,0.57585,316781.500000,6276507.500000
316790.5,6276507.5,2899.00,3007.05475,2609.08057,1867.00,502.76230,0.58638,316790.500000,6276507.500000
316799.5,6276507.5,2900.00,3131.91551,3458.89678,3086.00,502.78980,0.59721,316799.500000,6276507.500000
316808.5,6276507.5,2901.00,3856.49614,3665.48856,2486.00,502.81430,0.60707,316808.500000,6276507.500000
316817.5,6276507.5,2902.00,3351.81313,3418.32150,3115.00,502.83260,0.61455,316817.500000,6276507.500000
316826.5,6276507.5,2903.00,3342.44618,3608.17519,2897.00,502.84030,0.62121,316826.500000,6276507.500000
316835.5,6276507.5,2904.00,3357.48323,3413.76765,2579.00,502.83950,0.62868,316835.500000,6276507.500000
316844.5,6276507.5,2905.00,3420.36642,3781.98479,2318.00,502.83190,0.63144,316844.500000,6276507.500000
316853.5,6276507.5,2906.00,3472.44603,3931.98768,3067.00,502.81990,0.63144,316853.500000,6276507.500000
316862.5,6276507.5,2907.00,3452.41667,3871.32903,3880.00,502.80790,0.63161,316862.500000,6276507.500000
316871.5,6276507.5,2908.00,3732.94248,3544.83425,3592.00,502.80075,0.63425,316871.500000,6276507.500000
316880.5,6276507.5,2909.00,3792.55174,3761.69503,3941.00,502.79870,0.63998,316880.500000,6276507.500000
316889.5,6276507.5,2910.00,3989.58230,3953.28460,4520.00,502.78580,0.64610,316889.500000,6276507.500000
316898.5,6276507.5,2911.00,4306.12898,3909.40858,4652.00,502.76780,0.65424,316898.500000,6276507.500000
316907.5,6276507.5,2912.00,3859.68570,3991.27320,4418.00,502.75040,0.66368,316907.500000,6276507.500000
316916.5,6276507.5,2913.00,3719.52387,4087.42864,4819.00,502.73690,0.67151,316916.500000,6276507.500000
316925.5,6276507.5,2914.00,3805.62930,4078.40618,4568.00,502.73000,0.67864,316925.500000,6276507.500000
316934.5,6276507.5,2915.00,3754.95674,4264.83153,5002.00,502.73550,0.68212,316934.500000,6276507.500000
316943.5,6276507.5,2916.00,4022.90053,4216.00277,4944.00,502.74350,0.68337,316943.500000,6276507.500000
316952.5,6276507.5,2917.00,4001.10567,4359.21138,4791.00,502.74910,0.68454,316952.500000,6276507.500000
316961.5,6276507.5,2918.00,3801.41381,4119.28663,4941.00,502.75190,0.68544,316961.500000,6276507.500000
316970.5,6276507.5,2919.00,3838.69543,4496.22939,4600.00,502.75650,0.68564,316970.500000,6276507.500000
316979.5,6276507.5,2920.00,3720.66719,4190.41001,4737.00,502.78850,0.68572,316979.500000,6276507.500000
316988.5,6276507.5,2921.00,3791.71213,4216.13300,4555.00,502.82510,0.68700,316988.500000,6276507.500000
316997.5,6276507.5,2922.00,3750.28115,4012.79589,4758.00,502.88210,0.69083,316997.500000,6276507.500000
317006.5,6276507.5,2923.00,3998.57141,4158.72668,4691.00,502.93650,0.69539,317006.500000,6276507.500000
317015.5,6276507.5,2924.00,3546.63143,4421.26250,4707.00,502.95970,0.69972,317015.500000,6276507.500000
317024.5,6276507.5,2925.00,3907.86484,4257.69406,4725.00,502.98080,0.70191,317024.500000,6276507.500000
317033.5,6276507.5,2926.00,3840.21376,4491.30176,3501.00,503.00370,0.70195,317033.500000,6276507.500000
317042.5,6276507.5,2927.00,4172.38730,4311.54889,4041.00,503.02870,0.70218,317042.500000,6276507.500000
317051.5,6276507.5,2928.00,3871.70152,4184.49032,4442.00,503.05550,0.70588,317051.500000,6276507.500000
317060.5,6276507.5,2929.00,3882.73539,4369.81442,5954.00,503.08430,0.71330,317060.500000,6276507.500000
317069.5,6276507.5,2930.00,4164.13457,4761.53610,6020.00,503.11670,0.72112,317069.500000,6276507.500000
317087.5,6276507.5,2931.00,4283.64150,4539.27036,6035.00,503.19650,0.73683,317087.500000,6276507.500000
317096.5,6276507.5,2932.00,3706.86601,4690.00154,5925.00,503.23980,0.74454,317096.500000,6276507.500000
317105.5,6276507.5,2933.00,4041.95405,4763.65111,6340.00,503.28450,0.74921,317105.500000,6276507.500000
317114.5,6276507.5,2934.00,3590.41065,4551.68920,6175.00,503.33090,0.74753,317114.500000,6276507.500000
317123.5,6276507.5,2935.00,3994.39664,4803.83950,6276.00,503.40460,0.74243,317123.500000,6276507.500000
317132.5,6276507.5,2936.00,3920.17065,4760.04831,6033.00,503.48110,0.73720,317132.500000,6276507.500000
317141.5,6276507.5,2937.00,4044.07130,4771.03569,5547.00,503.53200,0.72934,317141.500000,6276507.500000
317150.5,6276507.5,2938.00,4197.86809,4485.46983,5797.00,503.58140,0.71398,317150.500000,6276507.500000
317159.5,6276507.5,2939.00,3863.49047,4571.99177,6340.00,503.62800,0.69780,317159.500000,6276507.500000
317168.5,6276507.5,2940.00,4012.94267,4343.01095,6052.00,503.67060,0.68548,317168.500000,6276507.500000
317177.5,6276507.5,2941.00,3962.72397,4045.61394,5198.00,503.71130,0.67430,317177.500000,6276507.500000
317186.5,6276507.5,2942.00,3991.10137,4575.47302,5207.00,503.75200,0.66339,317186.500000,6276507.500000
317195.5,6276507.5,2943.00,3631.42066,4561.56286,5257.00,503.79290,0.65312,317195.500000,6276507.500000
317204.5,6276507.5,2944.00,3560.65736,4338.94378,5017.00,503.83400,0.64782,317204.500000,6276507.500000
317213.5,6276507.5,2945.00,3744.74713,4102.89081,4816.00,503.87820,0.64623,317213.500000,6276507.500000
317222.5,6276507.5,2946.00,3632.65865,4209.51132,4478.00,503.93340,0.64467,317222.500000,6276507.500000
317231.5,6276507.5,2947.00,3325.74168,4022.68247,4038.00,503.98890,0.64114,317231.500000,6276507.500000
317240.5,6276507.5,2948.00,3577.98912,4108.54346,4237.00,504.03950,0.63554,317240.500000,6276507.500000
317249.5,6276507.5,2949.00,3484.56301,3786.22121,4107.00,504.10470,0.62975,317249.500000,6276507.500000
317258.5,6276507.5,2950.00,3541.42910,4016.52774,4129.00,504.17540,0.62502,317258.500000,6276507.500000
317267.5,6276507.5,2951.00,3591.34691,4115.12129,4291.00,504.25740,0.62338,317267.500000,6276507.500000
317276.5,6276507.5,2952.00,3245.30840,3824.89095,4348.00,504.35200,0.62288,317276.500000,6276507.500000
317285.5,6276507.5,2953.00,3372.00311,3834.95952,3872.00,504.45140,0.62202,317285.500000,6276507.500000
317294.5,6276507.5,2954.00,3734.86117,3875.70977,4168.00,504.55430,0.61999,317294.500000,6276507.500000
317303.5,6276507.5,2955.00,3483.16986,3713.83673,4031.00,504.66100,0.61736,317303.500000,6276507.500000
317312.5,6276507.5,2956.00,2957.80263,3552.35015,3531.00,504.77080,0.61475,317312.500000,6276507.500000
317321.5,6276507.5,2957.00,3299.22170,3611.70180,3557.00,504.88230,0.61253,317321.500000,6276507.500000
317330.5,6276507.5,2958.00,3419.61224,3661.14143,3672.00,504.99850,0.61085,317330.500000,6276507.500000
317339.5,6276507.5,2959.00,3028.86695,3578.80803,3482.00,505.12120,0.60886,317339.500000,6276507.500000
317348.5,6276507.5,2960.00,3246.43295,3400.80718,3316.00,505.25090,0.60586,317348.500000,6276507.500000
317357.5,6276507.5,2961.00,3066.92482,3356.62309,2995.00,505.38670,0.60169,317357.500000,6276507.500000
317366.5,6276507.5,2962.00,3178.02739,3335.81499,2855.00,505.52730,0.59721,317366.500000,6276507.500000
317375.5,6276507.5,2963.00,3147.93075,3517.94061,2689.00,505.74750,0.59327,317375.500000,6276507.500000
317384.5,6276507.5,2964.00,3015.77169,3485.91447,2605.00,505.97440,0.59267,317384.500000,6276507.500000
317393.5,6276507.5,2965.00,3185.35005,3234.06268,2441.00,506.12570,0.59443,317393.500000,6276507.500000
317402.5,6276507.5,2966.00,3173.71395,3223.43677,2156.00,506.27250,0.59685,317402.500000,6276507.500000
317411.5,6276507.5,2967.00,3097.09608,3440.27602,2124.00,506.41680,0.60018,317411.500000,6276507.500000
317420.5,6276507.5,2968.00,2919.74633,3220.19680,2210.00,506.56100,0.60369,317420.500000,6276507.500000
317429.5,6276507.5,2969.00,2854.38750,3210.68700,2296.00,506.70610,0.60725,317429.500000,6276507.500000
317438.5,6276507.5,2970.00,3142.91617,3342.61730,2194.00,506.85150,0.60994,317438.500000,6276507.500000
317447.5,6276507.5,2971.00,2998.10397,3356.97327,2202.00,506.98920,0.61047,317447.500000,6276507.500000
317456.5,6276507.5,2972.00,2752.80348,3279.37833,2042.00,507.06800,0.61027,317456.500000,6276507.500000
317465.5,6276507.5,2973.00,2845.03863,3438.12393,1852.00,507.14090,0.60911,317465.500000,6276507.500000
317474.5,6276507.5,2974.00,2962.73254,3143.26713,1830.00,507.21560,0.60305,317474.500000,6276507.500000
317483.5,6276507.5,2975.00,3051.59315,2970.73831,1883.00,507.28960,0.59590,317483.500000,6276507.500000
317492.5,6276507.5,2976.00,2830.56739,3137.19180,1900.00,507.35680,0.58874,317492.500000,6276507.500000
317501.5,6276507.5,2977.00,3017.08951,3204.44419,1718.00,507.42390,0.58154,317501.500000,6276507.500000
317510.5,6276507.5,2978.00,2778.07328,2913.80241,1646.00,507.44920,0.57428,317510.500000,6276507.500000
317519.5,6276507.5,2979.00,3003.94566,3083.03811,1705.00,507.44470,0.56703,317519.500000,6276507.500000
317528.5,6276507.5,2980.00,2917.29268,3042.11388,1878.00,507.42740,0.56158,317528.500000,6276507.500000
317537.5,6276507.5,2981.00,2923.76354,3130.33120,1717.00,507.39870,0.56585,317537.500000,6276507.500000
317546.5,6276507.5,2982.00,2805.59690,3100.38874,1783.00,507.35960,0.57143,317546.500000,6276507.500000
317555.5,6276507.5,2983.00,3007.62380,3472.67000,1952.00,507.30980,0.57736,317555.500000,6276507.500000
317564.5,6276507.5,2984.00,2915.55893,3211.50510,1852.00,507.24730,0.58512,317564.500000,6276507.500000
317573.5,6276507.5,2985.00,2725.31613,3030.85175,2021.00,507.17030,0.59400,317573.500000,6276507.500000
317582.5,6276507.5,2986.00,3124.55046,3233.47781,2004.00,507.07800,0.60288,317582.500000,6276507.500000
317591.5,6276507.5,2987.00,2990.89124,3197.15498,2151.00,506.97200,0.61038,317591.500000,6276507.500000
317600.5,6276507.5,2988.00,3144.33168,3419.98983,2480.00,506.85520,0.61326,317600.500000,6276507.500000
317609.5,6276507.5,2989.00,3209.66224,3211.85282,2704.00,506.73160,0.61505,317609.500000,6276507.500000
317618.5,6276507.5,2990.00,2985.79690,3231.73354,2863.00,506.60520,0.61647,317618.500000,6276507.500000
317627.5,6276507.5,2991.00,3007.63759,3406.59732,2958.00,506.41760,0.61705,317627.500000,6276507.500000
317636.5,6276507.5,2992.00,3186.21422,3302.61834,3039.00,506.23530,0.61741,317636.500000,6276507.500000
317645.5,6276507.5,2993.00,3294.90787,3174.88065,3166.00,506.11640,0.61779,317645.500000,6276507.500000
317654.5,6276507.5,2994.00,3236.76356,3195.65902,3292.00,505.99860,0.61859,317654.500000,6276507.500000
317663.5,6276507.5,2995.00,3341.30094,3417.37744,2987.00,505.88180,0.61962,317663.500000,6276507.500000
317672.5,6276507.5,2996.00,3599.83898,3485.22731,3144.00,505.76700,0.62043,317672.500000,6276507.500000
317681.5,6276507.5,2997.00,3438.29003,3541.02607,3352.00,505.65700,0.62103,317681.500000,6276507.500000
317690.5,6276507.5,2998.00,3526.20937,3387.54055,3636.00,505.54950,0.62140,317690.500000,6276507.500000
317699.5,6276507.5,2999.00,3595.25918,3614.07227,3666.00,505.44310,0.62175,317699.500000,6276507.500000
317708.5,6276507.5,3000.00,3434.46349,3629.30724,3703.00,505.33680,0.62276,317708.500000,6276507.500000
317717.5,6276507.5,3001.00,3459.14535,3593.45885,3813.00,505.23000,0.62721,317717.500000,6276507.500000
317726.5,6276507.5,3002.00,3377.71491,3772.75916,3879.00,505.12270,0.63276,317726.500000,6276507.500000
317735.5,6276507.5,3003.00,3518.19255,3730.04761,3977.00,505.01740,0.63588,317735.500000,6276507.500000
317744.5,6276507.5,3004.00,3471.93022,3803.92498,4231.00,504.93400,0.63344,317744.500000,6276507.500000
317753.5,6276507.5,3005.00,3449.92832,3698.23869,4222.00,504.81310,0.62802,317753.500000,6276507.500000
317762.5,6276507.5,3006.00,3619.15832,3705.01215,4349.00,504.69340,0.62264,317762.500000,6276507.500000
317771.5,6276507.5,3007.00,3658.17906,3570.23903,4264.00,504.61340,0.62032,317771.500000,6276507.500000
317780.5,6276507.5,3008.00,3563.29010,3645.40599,4547.00,504.52910,0.62390,317780.500000,6276507.500000
317789.5,6276507.5,3009.00,3737.07587,4080.59203,4475.00,504.43120,0.62846,317789.500000,6276507.500000
317798.5,6276507.5,3010.00,3535.96087,4078.09548,4853.00,504.33010,0.63252,317798.500000,6276507.500000
317807.5,6276507.5,3011.00,3944.74609,4226.36609,4906.00,504.23040,0.63735,317807.500000,6276507.500000
317816.5,6276507.5,3012.00,3707.51204,4133.35374,4975.00,504.13230,0.64237,317816.500000,6276507.500000
317825.5,6276507.5,3013.00,3661.41961,3081.22008,4193.00,504.02560,0.64612,317825.500000,6276507.500000
317834.5,6276507.5,3014.00,3747.07685,4495.50984,5055.00,503.92610,0.64016,317834.500000,6276507.500000
317843.5,6276507.5,3015.00,3388.38712,4197.11577,4026.00,503.84530,0.62280,317843.500000,6276507.500000
317852.5,6276507.5,3016.00,3315.81151,4314.36916,4548.00,503.80110,0.60558,317852.500000,6276507.500000
316619.5,6276498.5,3017.00,2889.01016,4221.95592,3170.00,501.83670,0.53135,316619.500000,6276498.500000
316628.5,6276498.5,3018.00,3608.24577,2607.97902,2695.00,501.97540,0.53908,316628.500000,6276498.500000
316637.5,6276498.5,3019.00,3443.87206,2897.40342,2466.00,502.05500,0.55452,316637.500000,6276498.500000
316646.5,6276498.5,3020.00,2911.00979,3414.72988,2197.00,502.12830,0.57682,316646.500000,6276498.500000
316655.5,6276498.5,3021.00,3104.67631,3086.83160,2439.00,502.19250,0.59494,316655.500000,6276498.500000
316664.5,6276498.5,3022.00,3207.60564,3733.72134,2729.00,502.23650,0.58866,316664.500000,6276498.500000
316673.5,6276498.5,3023.00,3204.55210,3487.31779,2840.00,502.27320,0.57481,316673.500000,6276498.500000
316682.5,6276498.5,3024.00,3470.69546,3395.15348,2512.00,502.30870,0.56108,316682.500000,6276498.500000
316691.5,6276498.5,3025.00,3486.54881,3571.20529,2295.00,502.34460,0.55321,316691.500000,6276498.500000
316700.5,6276498.5,3026.00,3438.88445,3534.70357,2499.00,502.37910,0.55424,316700.500000,6276498.500000
316709.5,6276498.5,3027.00,3414.76605,3441.03391,2320.00,502.41270,0.55678,316709.500000,6276498.500000
316718.5,6276498.5,3028.00,3482.29455,3708.45005,2467.00,502.44470,0.55945,316718.500000,6276498.500000
316727.5,6276498.5,3029.00,3109.91087,3963.09386,3135.00,502.47620,0.56184,316727.500000,6276498.500000
316736.5,6276498.5,3030.00,3172.84330,3513.07704,2903.00,502.51400,0.56426,316736.500000,6276498.500000
316745.5,6276498.5,3031.00,3008.65191,3590.00412,2482.00,502.60830,0.56635,316745.500000,6276498.500000
316754.5,6276498.5,3032.00,2982.81187,3657.36738,2976.00,502.70040,0.56543,316754.500000,6276498.500000
316763.5,6276498.5,3033.00,3304.83439,3931.49405,2921.00,502.75130,0.56254,316763.500000,6276498.500000
316772.5,6276498.5,3034.00,3718.88049,3853.40812,3122.00,502.79320,0.55938,316772.500000,6276498.500000
316781.5,6276498.5,3035.00,3048.19739,3198.99168,3082.00,502.82640,0.56542,316781.500000,6276498.500000
316790.5,6276498.5,3036.00,2053.52049,3393.48102,2955.00,502.85570,0.57871,316790.500000,6276498.500000
316799.5,6276498.5,3037.00,3587.55144,3602.18011,2994.00,502.88390,0.59222,316799.500000,6276498.500000
316808.5,6276498.5,3038.00,2942.40382,2876.77348,2638.00,502.91020,0.60444,316808.500000,6276498.500000
316817.5,6276498.5,3039.00,2998.95063,3032.82890,2669.00,502.93190,0.61242,316817.500000,6276498.500000
316826.5,6276498.5,3040.00,3398.16178,3128.72228,2888.00,502.94670,0.61934,316826.500000,6276498.500000
316835.5,6276498.5,3041.00,3337.40641,3684.85483,3696.00,502.95450,0.62725,316835.500000,6276498.500000
316844.5,6276498.5,3042.00,3219.74892,3422.25334,3530.00,502.95560,0.62998,316844.500000,6276498.500000
316853.5,6276498.5,3043.00,3511.95285,3621.64540,3755.00,502.95100,0.62998,316853.500000,6276498.500000
316862.5,6276498.5,3044.00,3631.26196,3885.79715,3688.00,502.94630,0.63008,316862.500000,6276498.500000
316871.5,6276498.5,3045.00,3398.91080,3593.96439,3725.00,502.94925,0.63339,316871.500000,6276498.500000
316880.5,6276498.5,3046.00,3470.64428,3767.00042,4194.00,502.95420,0.64080,316880.500000,6276498.500000
316889.5,6276498.5,3047.00,3563.52413,3721.24856,3814.00,502.93110,0.64857,316889.500000,6276498.500000
316898.5,6276498.5,3048.00,3657.08847,3968.71336,4049.00,502.90330,0.65702,316898.500000,6276498.500000
316907.5,6276498.5,3049.00,3472.14127,3911.91414,4200.00,502.87880,0.66153,316907.500000,6276498.500000
316916.5,6276498.5,3050.00,3538.84778,4396.63410,4269.00,502.85820,0.66440,316916.500000,6276498.500000
316925.5,6276498.5,3051.00,3646.27461,4368.18541,4465.00,502.84230,0.66702,316925.500000,6276498.500000
316934.5,6276498.5,3052.00,3574.74859,4197.34872,4399.00,502.84840,0.66790,316934.500000,6276498.500000
316943.5,6276498.5,3053.00,3607.63320,4032.80411,4504.00,502.85510,0.66781,316943.500000,6276498.500000
316952.5,6276498.5,3054.00,3498.99825,4030.81156,4135.00,502.85890,0.66770,316952.500000,6276498.500000
316961.5,6276498.5,3055.00,3568.87435,4407.09372,4315.00,502.86110,0.66734,316961.500000,6276498.500000
316970.5,6276498.5,3056.00,3587.68832,4262.56081,4031.00,502.86700,0.66669,316970.500000,6276498.500000
316979.5,6276498.5,3057.00,3433.38158,4278.91292,4113.00,502.88810,0.66614,316979.500000,6276498.500000
316988.5,6276498.5,3058.00,3411.61734,4481.75140,4185.00,502.91560,0.66725,316988.500000,6276498.500000
316997.5,6276498.5,3059.00,3483.74212,4282.74358,4513.00,502.96015,0.67278,316997.500000,6276498.500000
317006.5,6276498.5,3060.00,3445.27032,4153.51333,4224.00,503.00350,0.67921,317006.500000,6276498.500000
317015.5,6276498.5,3061.00,3470.74268,4076.10339,4504.00,503.02760,0.68539,317015.500000,6276498.500000
317024.5,6276498.5,3062.00,3377.89210,3933.84249,4693.00,503.05080,0.68723,317024.500000,6276498.500000
317033.5,6276498.5,3063.00,3499.09044,4291.06714,4411.00,503.07550,0.68531,317033.500000,6276498.500000
317042.5,6276498.5,3064.00,3913.01380,4199.34254,4593.00,503.10220,0.68391,317042.500000,6276498.500000
317051.5,6276498.5,3065.00,3713.38668,3990.05030,4781.00,503.13070,0.68737,317051.500000,6276498.500000
